round,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10
842,0.3497279154,1.6128456915,0.1159196185,0.1182336184,0.1828744853,1.8580131966,1.8147267575,0.1001656352,0.0424720564,1.9933977439
843,0.3497279154,1.462281202,0.1221188139,0.0372278658,0.0249680231,1.69112083,1.4430987842,0.0666910569,0.0423140569,1.9869707361
844,0.3497279154,1.5045137314,0.1458786384,0.3327249246,0.3530249642,1.3142095992,1.0805945719,0.0615765679,0.0399870529,1.9875917272
845,0.3497279154,1.5210043772,0.1660706893,0.1818696604,0.1820380808,1.3822685484,1.1436741688,0.0625279619,0.078132717,1.9563788657
846,0.3497279154,1.509641418,0.178432897,0.0499752011,0.0277793257,1.3916387592,1.1557068938,0.0575039339,0.0159731129,1.9234855026
847,0.3497279154,1.4987743752,0.1157045072,0.2958371749,0.2506674319,1.4195508133,1.1865693142,0.0521445359,0.0373462885,1.9030854477
848,0.3497279154,2.4722004167,0.0939951708,0.646871346,0.6515047343,1.2831598834,1.245296568,0.185273334,0.0572867892,2.7932760167
849,0.3497279154,2.4577561789,0.0273769209,0.4181061893,1.6020191054,1.3457450645,0.6406999934,0.2179108771,0.1174623271,2.7372139922
850,0.3497279154,2.5665228644,0.0191732026,0.2635643259,1.6057044723,1.4761342301,0.6077177238,0.1636215627,0.2377892001,2.9195726174
851,0.3497279154,2.5938612968,0.24843822,0.2306669094,1.4853400944,1.5033230676,0.6316723815,0.1750365202,0.3009009795,2.9224391099
852,0.3497279154,2.6885905079,0.2190326074,0.5648325033,1.8241733713,1.599609122,0.6512696311,0.1271773771,0.2214349905,2.9864629187
853,0.3497279154,2.5346045067,0.2113560622,0.4492873302,1.7102050062,1.4212250274,0.4732089571,0.0503514946,0.2224811078,2.20559725
854,0.3497279154,2.6095582177,0.1850318179,0.8045962195,2.0126159729,0.1885720884,0.2217242062,0.0521355318,0.2105130187,2.2060092895
855,0.3497279154,2.6249330582,0.1635144367,0.6562198155,1.8826337711,0.2876106032,0.3167751478,0.0645751266,0.203869103,2.1836462905
856,0.3497279154,1.7999307382,0.1525174229,0.5276604705,1.7729353159,0.2972229892,0.3193613652,0.0854585189,0.2045041635,2.1513102928
857,0.3497279154,1.7726275962,0.1021866119,0.7690277672,1.9529413203,0.3340386591,0.3567287581,0.0284767145,0.2190473556,2.1470184849
858,0.3497279154,1.5391760691,0.0676715148,0.6496775676,0.656281253,1.5654604761,1.2560757633,0.1991322864,0.1371936048,1.5422841715
859,0.3497279154,1.5265483563,0.0318906411,0.4264260422,0.4722468342,1.6619633131,1.3422609891,0.7672567841,0.752074135,1.4898155537
860,0.3497279154,1.6272243938,0.0118849187,0.2662884318,0.4435760759,1.7937408027,1.4870119116,0.8233112615,0.6430418051,1.6918395726
861,0.3497279154,1.5622118123,0.2593244937,0.2422015823,0.3269972459,1.8278245242,1.530779545,0.8251290601,0.6686294512,1.6927539734
862,0.3497279154,1.6627318474,0.2288921663,0.5590794587,0.6295195065,1.8656577623,1.6246291499,0.8647877779,0.7402898349,1.7688851371
863,0.3497279154,1.487474214,0.2174408295,1.9028708988,1.748000168,1.7363470699,1.4605388417,0.8603664718,0.7405020386,1.7541757238
864,0.3497279154,1.5762586038,0.1926592697,1.8472958665,2.0432760565,1.4867558897,1.1890735457,0.8468654797,0.7518097908,1.7689338294
865,0.3497279154,1.5967331112,0.1730183862,1.7727481105,1.9235074866,1.5664332656,1.2814590106,0.866476596,0.7873991442,1.7566897811
866,0.3497279154,1.5675520674,0.1575480638,1.7129931653,1.8234869102,1.5717314401,1.290786279,0.8974439967,0.8530631123,1.7360664337
867,0.3497279154,1.5434502147,1.3770575838,1.9265671674,1.9975737832,1.6076088738,1.3362211929,0.9173414224,0.8860451628,1.7307379433
868,0.3497279154,2.7551934378,1.4125924013,0.2854342839,0.7344803796,2.4170550091,1.4214188141,0.3047750073,0.204015894,1.5782343197
869,0.3497279154,2.7410476896,1.4389685598,0.1396557275,0.7061880031,2.5317198794,1.5242656367,0.3335046566,0.8637762785,1.5197043603
871,0.3497279154,2.9092017577,1.4512168177,0.1298067172,0.5609545468,2.6599556466,1.6612135902,0.2758432906,0.7713408551,1.672997502
872,0.3497279154,2.9338733149,1.2070375665,0.4065092966,0.8232815878,2.6956008024,1.7033777654,0.2656989974,0.7891124735,1.6711083436
873,0.3497279154,3.0659922614,1.2315426701,0.3400970904,0.7410804886,2.8041520239,1.8138213938,0.2409498806,0.8575307243,1.7601786518
874,0.3497279154,2.9855645218,1.2429874628,0.2876697591,1.047210172,2.4491819394,1.6565355338,0.9651078957,0.8594888068,1.7461147579
